key,name,activeInSonarWay,triggeredInCurrentProject,currentIssueCount,status,legacyType,legacySeverity,scope,qualityImpacts,systemTags,hasParameters,isTemplate
java:S3012,Arrays and lists should not be copied using loops,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,clumsy,False,False
java:S3014,"""ThreadGroup"" should not be used",True,False,0,READY,CODE_SMELL,BLOCKER,MAIN,MAINTAINABILITY:BLOCKER,design;cert;suspicious,False,False
java:S3020,"""Collection.toArray()"" should be passed an array of the proper type",True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,,False,False
java:S3024,"Arguments to ""append"" should not be concatenated",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,performance;clumsy,False,False
java:S3030,"Classes should not have too many ""static"" imports",False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,brain-overload,True,False
java:S3032,"JEE applications should not ""getClassLoader""",False,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,jee,False,False
java:S3033,""".isEmpty"" should be used to test for the emptiness of StringBuffers/Builders",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,performance;clumsy,False,False
java:S3034,Raw byte values should not be used in bitwise operations in combination with shifts,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cert,False,False
java:S3038,Abstract methods should not be redundant,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,confusing,False,False
java:S3039,"Indexes to passed to ""String"" operations should be within the string's bounds",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S3042,"""writeObject"" should not be the only ""synchronized"" code in a class",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,confusing,False,False
java:S3046,"""wait"" should not be called when multiple locks are held",True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,multi-threading;deadlock,False,False
java:S3047,Multiple loops over the same set should be combined,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,performance,False,False
java:S3051,"""main"" should have the right signature",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,convention;confusing,False,False
java:S3052,Fields should not be initialized to default values,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,convention;finding,False,False
java:S3063,"""StringBuilder"" data should be used",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance,False,False
java:S3064,Assignment of lazy-initialized members should be the last step with double-checked locking,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;cert,False,False
java:S3065,Min and max used in combination should not always return the same value,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,symbolic-execution,False,False
java:S3066,"""enum"" fields should not be publicly mutable",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,bad-practice,False,False
java:S3067,"""getClass"" should not be used for synchronization",False,False,0,DEPRECATED,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;cert,False,False
java:S3077,"Non-primitive fields should not be ""volatile""",True,True,6,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,multi-threading;cert,False,False
java:S3078,"""volatile"" variables should not be used with compound operators",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;cert,False,False
java:S3242,Method parameters should be declared with base types,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,api-design,False,False
java:S3252,"""static"" base class members should not be accessed via derived types",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,confusing,False,False
java:S3254,Default annotation parameter values should not be passed as arguments,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,finding;clumsy,False,False
java:S3305,"Factory method injection should be used in ""@Configuration"" classes",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,spring;performance,False,False
java:S3306,Constructor injection should be used instead of field injection,False,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,spring;design;jee;pitfall,False,False
java:S3329,Cipher Block Chaining IVs should be unpredictable,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe,False,False
java:S3330,"Cookies should have the ""HttpOnly"" flag",True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,cwe;privacy;former-hotspot,False,False
java:S3346,"Expressions used in ""assert"" should not produce side effects",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cert,False,False
java:S3358,Ternary operators should not be nested,True,True,12,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,confusing,False,False
java:S3366,"""this"" should not be exposed from constructors",False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,multi-threading;cert;suspicious,False,False
java:S3398,"""private"" methods called only by inner classes should be moved to those classes",True,True,4,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,confusing,False,False
java:S3400,Methods should not return constants,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,confusing,False,False
java:S3414,Tests should be kept in a dedicated source directory,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,tests;suspicious,False,False
java:S3415,Assertion arguments should be passed in the correct order,True,False,0,READY,CODE_SMELL,MAJOR,TEST,MAINTAINABILITY:MEDIUM,junit;tests;suspicious,False,False
java:S3416,Loggers should be named for their enclosing classes,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,logging;confusing,False,False
java:S3436,Value-based classes should not be used for locking,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;java8;lock-in,False,False
java:S3437,Value-based objects should not be serialized,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,serialization;java8;lock-in,False,False
java:S3457,Format strings should be used correctly,True,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,cert;confusing,False,False
java:S3516,Methods returns should not be invariant,True,False,0,READY,CODE_SMELL,BLOCKER,MAIN,MAINTAINABILITY:BLOCKER,symbolic-execution,False,False
java:S3518,Zero should not be a possible denominator,True,False,0,READY,BUG,CRITICAL,ALL,RELIABILITY:HIGH,symbolic-execution;cwe;denial-of-service;cert,False,False
java:S3546,Custom resources should be closed,False,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,symbolic-execution;denial-of-service,True,True
java:S3551,Overrides should match their parent class methods in synchronization,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,multi-threading;cert,False,False
java:S3553,"""Optional"" should not be used for parameters",False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,clumsy,False,False
java:S3577,Test classes should comply with a naming convention,True,False,0,READY,CODE_SMELL,MINOR,TEST,MAINTAINABILITY:LOW,convention;tests,True,False
java:S3578,Test methods should comply with a naming convention,False,False,0,READY,CODE_SMELL,MINOR,TEST,MAINTAINABILITY:LOW,convention;tests,True,False
java:S3599,Double Brace Initialization should not be used,True,False,0,READY,BUG,MINOR,MAIN,RELIABILITY:LOW,leak,False,False
java:S3626,Jump statements should not be redundant,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,redundant;clumsy,False,False
java:S3631,"""Arrays.stream"" should be used for primitive arrays",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance,False,False
java:S3655,Optional value should only be accessed after calling isPresent(),True,False,0,READY,BUG,MAJOR,ALL,RELIABILITY:MEDIUM,symbolic-execution;cwe,False,False
java:S3658,Unit tests should throw exceptions,False,False,0,READY,CODE_SMELL,MINOR,TEST,MAINTAINABILITY:LOW,error-handling;junit;tests;clumsy,False,False
java:S3688,Track uses of disallowed classes,False,False,0,READY,CODE_SMELL,INFO,MAIN,MAINTAINABILITY:INFO,,True,True
java:S3706,"""stream"" should not be used for Collection ""forEach"" calls",True,False,0,READY,CODE_SMELL,MINOR,ALL,MAINTAINABILITY:LOW,,False,False
java:S3725,"Java 8's ""Files.exists"" should not be used",False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,performance;java8,False,False
java:S3740,Raw types should not be used,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,pitfall,False,False
java:S3749,Members of Spring components should be injected,False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,spring,True,False
java:S3750,"Spring ""@Controller"" classes should not use ""@Scope""",False,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,spring,False,False
java:S3751,"""@RequestMapping"" methods should not be ""private""",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,spring,False,False
java:S3752,HTTP routes should restrict allowed HTTP methods,True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,cwe;spring;former-hotspot,False,False
java:S3753,"""@Controller"" classes that use ""@SessionAttributes"" must call ""setComplete"" on their ""SessionStatus"" objects",True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,spring,False,False
java:S3776,Cognitive Complexity of methods should not be too high,True,True,19,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,brain-overload,True,False
java:S3824,"""Map.get"" and value test should be replaced with single method call",True,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,symbolic-execution;java8,False,False
java:S3864,"""Stream.peek"" should be used with caution",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,java8;pitfall,False,False
java:S3878,Arrays should not be created for varargs parameters,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,clumsy,False,False
java:S3923,All branches in a conditional structure should not have exactly the same implementation,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S3937,Number patterns should be regular,False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,suspicious,False,False
java:S3958,Intermediate Stream methods should not be left unused,True,False,0,READY,BUG,MAJOR,ALL,RELIABILITY:MEDIUM,symbolic-execution;java8,False,False
java:S3959,Consumed Stream pipelines should not be reused,True,False,0,READY,BUG,MAJOR,ALL,RELIABILITY:MEDIUM,symbolic-execution;java8,False,False
java:S3972,Conditionals should start on new lines,True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,suspicious,False,False
java:S3973,A conditionally executed single line should be denoted by indentation,True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,suspicious;confusing,False,False
java:S3981,Collection sizes and array length comparisons should make sense,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,confusing,False,False
java:S3984,Exceptions should not be created without being thrown,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,error-handling,False,False
java:S3985,"Unused ""private"" classes should be removed",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,unused,False,False
java:S3986,"Week Year (""YYYY"") should not be used for date formatting",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,suspicious,False,False
java:S4011,Track uses of disallowed constructors,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,True,True
java:S4030,Collection contents should be used,True,False,0,READY,CODE_SMELL,MINOR,ALL,MAINTAINABILITY:MEDIUM,performance;unused;suspicious,False,False
java:S4032,"Packages containing only ""package-info.java"" should be removed",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,unused,False,False
java:S4034,"""Stream"" call chains should be simplified when possible",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,clumsy,False,False
java:S4036,OS commands should not rely on PATH resolution,True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,cwe;former-hotspot,False,False
java:S4042,"""java.nio.Files#delete"" should be preferred",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,error-handling;api-design,False,False
java:S4065,"""ThreadLocal.withInitial"" should be preferred",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,java8,False,False
java:S4087,"""close()"" calls should not be redundant",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,redundant,False,False
java:S4143,Map values should not be replaced unconditionally,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,suspicious,False,False
java:S4144,Methods should not have identical implementations,True,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,suspicious;confusing;duplicate,False,False
java:S4165,Assignments should not be redundant,True,True,15,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,symbolic-execution;redundant,False,False
java:S4174,Local constants should follow naming conventions for constants,False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,convention,True,False
java:S4201,"Null checks should not be used with ""instanceof""",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,redundant,False,False
java:S4248,Regex patterns should not be created needlessly,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,regex;performance,False,False
java:S4266,"""Stream.collect()"" calls should not be redundant",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,clumsy,False,False
java:S4274,Asserts should not be used to check the parameters of a public method,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,pitfall,False,False
java:S4275,Getters and setters should access the expected fields,True,False,0,READY,BUG,CRITICAL,MAIN,RELIABILITY:HIGH,pitfall,False,False
java:S4276,Functional Interfaces should be as specialised as possible,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,performance,False,False
java:S4288,Spring components should use constructor injection,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,spring;design,False,False
java:S4347,Secure random number generators should not output predictable values,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;cert;pitfall,False,False
java:S4348,"""iterator"" should not return ""this""",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,pitfall,False,False
java:S4349,"""write(byte[],int,int)"" should be overridden",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,performance,False,False
java:S4351,"""compareTo"" should not be overloaded",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,pitfall,False,False
java:S4423,Weak SSL/TLS protocols should not be used,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;privacy,False,False
java:S4425,"""Integer.toHexString"" should not be used to build hexadecimal strings",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,cwe,False,False
java:S4426,Cryptographic keys should be robust,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;privacy;rules,False,False
java:S4433,LDAP connections should be authenticated,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe,False,False
java:S4434,Deserialization of Java objects from LDAP should be disabled,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,cwe;former-hotspot,False,False
java:S4449,Nullness of parameters should be guaranteed,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,symbolic-execution,False,False
java:S4454,"""equals"" method parameters should not be marked ""@Nonnull""",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,,False,False
java:S4488,"Composed ""@RequestMapping"" variants should be preferred",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,spring,False,False
java:S4502,CSRF protections should not be disabled,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,spring;cwe;former-hotspot,False,False
java:S4507,Debugging features should not be enabled in production,True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,error-handling;cwe;spring;debug;user-experience;former-hotspot,False,False
java:S4512,JavaBean properties should not be populated from untrusted input,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;cert;former-hotspot,False,False
java:S4517,InputSteam.read() implementation should not return a signed byte,True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,,False,False
java:S4524,"""default"" clauses should be last",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,,False,False
java:S4544,Jackson deserialization should not use unsafe configuration,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;former-hotspot,False,False
java:S4551,"Enum values should be compared with ""==""",False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,False,False
java:S4601,"""HttpSecurity"" URL patterns should be correctly ordered",True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,spring,False,False
java:S4602,"""@SpringBootApplication"" and ""@ComponentScan"" should not be used in the default package",True,False,0,READY,BUG,BLOCKER,MAIN,RELIABILITY:BLOCKER,spring,False,False
java:S4604,"""@EnableAutoConfiguration"" should be fine-tuned",False,False,0,DEPRECATED,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,False,False
java:S4605,"Spring beans should be considered by ""@ComponentScan""",False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,spring;pitfall,False,False
java:S4635,String offset-based methods should be preferred for finding substrings from offsets,True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,performance,False,False
java:S4682,"""@CheckForNull"" or ""@Nullable"" should not be used on primitive types",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,,False,False
java:S4684,Database Operations should not be vulnerable to mass assignment,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;spring,False,False
java:S4719,"""StandardCharsets"" constants should be preferred",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,java7;clumsy,False,False
java:S4738,Java features should be preferred to Guava,True,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,java9;java8,False,False
java:S4790,Weak hashing algorithms should not be used,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;former-hotspot,False,False
java:S4830,Server certificates should be verified during SSL/TLS connections,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;privacy;cert;ssl,False,False
java:S4838,An iteration on a Collection should be performed on the type handled by the Collection,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,bad-practice;clumsy,False,False
java:S4925,"""Class.forName()"" should not load JDBC 4.0+ drivers",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,obsolete,False,False
java:S4926,"""serialVersionUID"" should not be declared blindly",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,serialization;pitfall,False,False
java:S4929,"""read(byte[],int,int)"" should be overridden",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,performance,False,False
java:S4968,"The upper bound of type variables and wildcards should not be ""final""",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,,False,False
java:S4970,Derived exceptions should not hide their parents' catch blocks,True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,,False,False
java:S4973,"Strings and Boxed types should be compared using ""equals()""",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,cwe;cert,False,False
java:S4977,Type parameters should not shadow other type parameters,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,,False,False
java:S5042,Expanding archive files should not be done without controlling resource consumption,False,False,0,DEPRECATED,CODE_SMELL,MAJOR,MAIN,RELIABILITY:MEDIUM,cwe;cert;former-hotspot,False,False
java:S5122,Cross-Origin Resource Sharing (CORS) policy should be restricted to trusted origins,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,spring;cwe;former-hotspot,False,False
java:S5128,"""Bean Validation"" (JSR 380) should be properly configured",False,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,,False,False
java:S5164,"""ThreadLocal"" variables should be cleaned up when no longer used",True,False,0,READY,BUG,MAJOR,MAIN,RELIABILITY:MEDIUM,leak;performance,False,False
java:S5194,"Use Java 14 ""switch"" expression",False,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,java14,False,False
java:S5247,Auto-escaping in HTML template engines should not be disabled,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,cwe;former-hotspot,False,False
java:S5261,"""else"" statements should be clearly matched with an ""if""",True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,confusing,False,False
java:S5301,"""ActiveMQConnectionFactory"" should not be vulnerable to malicious code deserialization",True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,cwe,False,False
java:S5320,Intents should not be broadcast without receiver permissions,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,cwe;android;former-hotspot,False,False
java:S5322,Android broadcast receivers should not be registered without a permission,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;android;former-hotspot,False,False
java:S5324,Sensitive data should not be stored in Android external storage,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;android;former-hotspot,False,False
java:S5329,Collection constructors should not be used as java.util.function.Function,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,False,False
java:S5332,Clear-text protocols should not be used,True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,cwe;android;former-hotspot,False,False
java:S5344,Passwords should not be stored in plaintext or with a fast hashing algorithm,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,spring;cwe,False,False
java:S5361,"""String#replace"" should be preferred to ""String#replaceAll""",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,regex;performance,False,False
java:S5411,"Avoid using boxed ""Boolean"" types directly in boolean expressions",True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,pitfall,False,False
java:S5413,'List.remove()' should not be used in ascending 'for' loops,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,False,False
java:S5443,Temporary files should not be created in publicly writable directories,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;former-hotspot,False,False
java:S5445,Insecure temporary file creation methods should not be used,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe,False,False
java:S5527,Server hostnames should be verified during SSL/TLS connections,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;privacy;ssl,False,False
java:S5542,Encryption algorithms should be used with secure mode and padding scheme,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;privacy,False,False
java:S5547,Cipher algorithms should be robust,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;privacy,False,False
java:S5612,Lambdas should not have too many lines,False,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,True,False
java:S5659,JWT should be signed and verified with strong cipher algorithms,True,False,0,READY,VULNERABILITY,CRITICAL,MAIN,SECURITY:HIGH,cwe;privacy,False,False
java:S5663,Simple string literal should be used for single line strings,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,java14,False,False
java:S5664,Whitespace for text block indent should be consistent,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,java14,False,False
java:S5665,Escape sequences should not be used in text blocks,True,False,0,READY,CODE_SMELL,MINOR,MAIN,MAINTAINABILITY:LOW,java14,False,False
java:S5669,Vararg method arguments should not be confusing,True,False,0,READY,CODE_SMELL,MAJOR,MAIN,MAINTAINABILITY:MEDIUM,,False,False
java:S5673,Spring components should use specialized annotations,True,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,spring,False,False
java:S5679,OpenSAML2 should be configured to prevent authentication bypass,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,spring,False,False
java:S5689,Web application technologies should not disclose version information,True,False,0,READY,VULNERABILITY,MINOR,MAIN,SECURITY:LOW,cwe;former-hotspot,False,False
java:S5693,HTTP request content length should be limited,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,cwe;former-hotspot,True,False
java:S5738,"""@Deprecated"" code marked for removal should never be used",True,False,0,READY,CODE_SMELL,MAJOR,ALL,MAINTAINABILITY:MEDIUM,cwe;obsolete;cert,False,False
java:S5776,Exception testing via JUnit ExpectedException rule should not be mixed with other assertions,True,False,0,READY,CODE_SMELL,MAJOR,TEST,MAINTAINABILITY:MEDIUM,junit;tests,False,False
java:S5777,Exception testing via JUnit @Test annotation should be avoided,True,False,0,READY,CODE_SMELL,MINOR,TEST,MAINTAINABILITY:LOW,junit;tests,False,False
java:S5778,Only one method invocation is expected when testing runtime exceptions,True,True,25,READY,CODE_SMELL,MAJOR,TEST,MAINTAINABILITY:MEDIUM,junit;tests,False,False
java:S5779,Assertion methods should not be used within the try block of a try-catch catching an Error,True,False,0,READY,BUG,CRITICAL,TEST,RELIABILITY:HIGH,junit;tests,False,False
java:S5783,Only one method invocation is expected when testing checked exceptions,True,True,1,READY,BUG,CRITICAL,TEST,RELIABILITY:HIGH,junit;tests,False,False
java:S5785,JUnit assertTrue/assertFalse should be simplified to the corresponding dedicated assertion,True,True,7,READY,CODE_SMELL,MAJOR,TEST,MAINTAINABILITY:MEDIUM,junit;tests,False,False
java:S5786,JUnit5 test classes and methods should have default package visibility,True,False,0,READY,CODE_SMELL,INFO,TEST,MAINTAINABILITY:INFO,junit;tests,False,False
java:S5790,JUnit5 inner test classes should be annotated with @Nested,True,False,0,READY,BUG,CRITICAL,TEST,RELIABILITY:HIGH,junit;tests,False,False
java:S5793,Migrate your tests from JUnit4 to the new JUnit5 annotations,False,False,0,READY,CODE_SMELL,INFO,TEST,MAINTAINABILITY:INFO,junit;tests,False,False
java:S5803,"Class members annotated with ""@VisibleForTesting"" should not be accessed from production code",True,False,0,READY,CODE_SMELL,CRITICAL,MAIN,MAINTAINABILITY:HIGH,pitfall,False,False
java:S5804,Authentication mechanisms should not permit user enumeration.,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,spring;cwe;former-hotspot,False,False
java:S5808,Authorizations should be based on strong decisions,True,False,0,READY,VULNERABILITY,MAJOR,MAIN,SECURITY:MEDIUM,cwe,False,False
